"Subject" "Activity" "signal" "average"
1 "STANDING" "fBodyBodyGyroMag" -0.984617623396226
1 "STANDING" "fBodyGyro" -0.98538145490566
1 "STANDING" "tBodyAcc" 0.0507260737389937
1 "STANDING" "tBodyAccJerk" 0.0265557118692075
1 "STANDING" "tBodyAccJerkMag" -0.992367790566038
1 "STANDING" "tBodyAccMag" -0.984278207358491
1 "STANDING" "tBodyGyro" -0.00286140159301887
1 "STANDING" "tBodyGyroJerk" -0.0642075157899371
1 "STANDING" "tBodyGyroJerkMag" -0.994966790566038
1 "STANDING" "tBodyGyroMag" -0.976493792830189
1 "STANDING" "tGravityAcc" 0.227819583478616
1 "STANDING" "tGravityAccMag" -0.984278207358491
1 "WALKING" "fBodyAcc" -0.148213899237895
1 "WALKING" "fBodyAccJerk" -0.224923904431407
1 "WALKING" "fBodyAccMag" -0.128623450629474
1 "WALKING" "fBodyBodyAccJerkMag" -0.0571194000343158
1 "WALKING" "fBodyBodyGyroJerkMag" -0.319308593778947
1 "WALKING" "fBodyBodyGyroMag" -0.199252568986316
1 "WALKING" "fBodyGyro" -0.232677517955439
1 "WALKING" "tBodyAcc" 0.0495996122207018
1 "WALKING" "tBodyAccJerk" 0.0327151122421053
1 "WALKING" "tBodyAccJerkMag" -0.141428809031579
1 "WALKING" "tBodyAccMag" -0.136971176556842
1 "WALKING" "tBodyGyro" -0.00880539747778947
1 "WALKING" "tBodyGyroJerk" -0.0586571142729825
1 "WALKING" "tBodyGyroJerkMag" -0.298703679084211
1 "WALKING" "tBodyGyroMag" -0.160979552536842
1 "WALKING" "tGravityAcc" 0.194985105403509
1 "WALKING" "tGravityAccMag" -0.136971176556842
1 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.0619317935689796
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.14822192032517
1 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.0965845343040816
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.0262184949326531
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.281963359177551
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.185720285744898
1 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.146673770343537
1 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.057234541629932
1 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.024277930837415
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.0894474807979592
1 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.0271882914106122
1 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0119767683721088
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.04833186269
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.295463843346939
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.0757412543673469
1 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.201048040468707
1 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0271882914106122
1 "WALKING_UPSTAIRS" "fBodyAcc" -0.342882735679245
1 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.526264729056604
1 "WALKING_UPSTAIRS" "fBodyAccMag" -0.352395944716981
1 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.44265216245283
1 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.634665082075472
1 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.325961457396226
1 "WALKING_UPSTAIRS" "fBodyGyro" -0.421894496666667
1 "WALKING_UPSTAIRS" "tBodyAcc" 0.0447355127546541
1 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0250988308767296
1 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.466503446226415
1 "WALKING_UPSTAIRS" "tBodyAccMag" -0.129927630735849
1 "WALKING_UPSTAIRS" "tBodyGyro" -0.019087029645283
1 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0683646364092453
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.59488286509434
1 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.126735589969811
1 "WALKING_UPSTAIRS" "tGravityAcc" 0.15193159781761
1 "WALKING_UPSTAIRS" "tGravityAccMag" -0.129927630735849
2 "LAYING" "fBodyAcc" -0.980302306527778
2 "LAYING" "fBodyAccJerk" -0.984926338611111
2 "LAYING" "fBodyAccMag" -0.975110196458333
2 "LAYING" "fBodyBodyAccJerkMag" -0.985374114791667
2 "LAYING" "fBodyBodyGyroJerkMag" -0.990248702291667
2 "LAYING" "fBodyBodyGyroMag" -0.972112972708333
2 "LAYING" "fBodyGyro" -0.977474888472222
2 "LAYING" "tBodyAcc" 0.0519896845944444
2 "LAYING" "tBodyAccJerk" 0.0310164635540972
2 "LAYING" "tBodyAccJerkMag" -0.987741696041667
2 "LAYING" "tBodyAccMag" -0.977435485208333
2 "LAYING" "tBodyGyro" 0.00486847159027778
2 "LAYING" "tBodyGyroJerk" -0.0693371513
2 "LAYING" "tBodyGyroJerkMag" -0.991767074166667
2 "LAYING" "tBodyGyroMag" -0.950011569583333
2 "LAYING" "tGravityAcc" 0.296539093611111
2 "LAYING" "tGravityAccMag" -0.977435485208333
2 "SITTING" "fBodyAcc" -0.97110317057971
2 "SITTING" "fBodyAccJerk" -0.98337251557971
2 "SITTING" "fBodyAccMag" -0.96127374826087
2 "SITTING" "fBodyBodyAccJerkMag" -0.983874698913043
2 "SITTING" "fBodyBodyGyroJerkMag" -0.989861950869565
2 "SITTING" "fBodyBodyGyroMag" -0.971840596086956
2 "SITTING" "fBodyGyro" -0.974845711884058
2 "SITTING" "tBodyAcc" 0.0507270285181159
2 "SITTING" "tBodyAccJerk" 0.0305191197161594
2 "SITTING" "tBodyAccJerkMag" -0.986774713043478
2 "SITTING" "tBodyAccMag" -0.967893623913043
2 "SITTING" "tBodyGyro" -0.0213905318434783
2 "SITTING" "tBodyGyroJerk" -0.0595927136152174
2 "SITTING" "tBodyGyroJerkMag" -0.991081493913043
2 "SITTING" "tBodyGyroMag" -0.946035087173913
2 "SITTING" "tGravityAcc" 0.344524672435188
2 "SITTING" "tGravityAccMag" -0.967893623913043
2 "STANDING" "fBodyAcc" -0.968763210987654
2 "STANDING" "fBodyAccJerk" -0.977199910555556
2 "STANDING" "fBodyAccMag" -0.964052166481482
2 "STANDING" "fBodyBodyAccJerkMag" -0.977065295555556
2 "STANDING" "fBodyBodyGyroJerkMag" -0.977849827407407
2 "STANDING" "fBodyBodyGyroMag" -0.961775904814815
2 "STANDING" "fBodyGyro" -0.966746987037037
2 "STANDING" "tBodyAcc" 0.0511940363833333
2 "STANDING" "tBodyAccJerk" 0.0255721495904938
2 "STANDING" "tBodyAccJerkMag" -0.980489077407407
2 "STANDING" "tBodyAccMag" -0.965875181296296
2 "STANDING" "tBodyGyro" -0.00602229192746914
2 "STANDING" "tBodyGyroJerk" -0.0674860197895062
2 "STANDING" "tBodyGyroJerkMag" -0.983951904259259
2 "STANDING" "tBodyGyroMag" -0.963466341851852
2 "STANDING" "tGravityAcc" 0.218871010407407
2 "STANDING" "tGravityAccMag" -0.965875181296296
2 "WALKING" "fBodyAcc" -0.27391978039322
2 "WALKING" "fBodyAccJerk" -0.31277870540113
2 "WALKING" "fBodyAccMag" -0.324289427932203
2 "WALKING" "fBodyBodyAccJerkMag" -0.169064352813559
2 "WALKING" "fBodyBodyGyroJerkMag" -0.583249293389831
2 "WALKING" "fBodyBodyGyroMag" -0.530704814745763
2 "WALKING" "fBodyGyro" -0.460381851920904
2 "WALKING" "tBodyAcc" 0.0507771028533333
2 "WALKING" "tBodyAccJerk" 0.0293175582076271
2 "WALKING" "tBodyAccJerkMag" -0.281424153881356
2 "WALKING" "tBodyAccMag" -0.290407593728814
2 "WALKING" "tBodyGyro" -0.00614346136920904
2 "WALKING" "tBodyGyroJerk" -0.0624024011683616
2 "WALKING" "tBodyGyroJerkMag" -0.547911950338983
2 "WALKING" "tBodyGyroMag" -0.446549092881356
2 "WALKING" "tGravityAcc" 0.217045776836158
2 "WALKING" "tGravityAccMag" -0.290407593728814
2 "WALKING_DOWNSTAIRS" "fBodyAcc" 0.0866318100304965
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.0123896264191489
2 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.293424826591489
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.222247409576596
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.380175306489362
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.320838543553191
2 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.198394756004965
2 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0460469966148936
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.028608618992695
2 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" 0.00565516335106383
2 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.0899511204978723
2 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.00786561209503546
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.057091285764539
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.410872671489362
2 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.162188586930426
2 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.164054076207092
2 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0899511204978723
2 "WALKING_UPSTAIRS" "fBodyAcc" -0.179266153551458
2 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.323069878258333
2 "WALKING_UPSTAIRS" "fBodyAccMag" -0.14531853915625
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.189511136902083
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.60079849625
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.450612184791667
2 "WALKING_UPSTAIRS" "fBodyGyro" -0.356110274472222
2 "WALKING_UPSTAIRS" "tBodyAcc" 0.0244129258901389
2 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0280741226879861
2 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.321268911041667
2 "WALKING_UPSTAIRS" "tBodyAccMag" -0.107322679520833
2 "WALKING_UPSTAIRS" "tBodyGyro" -0.00698072367708333
2 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0566023063805556
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.572816438541667
2 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.219713472958333
2 "WALKING_UPSTAIRS" "tGravityAcc" 0.0595380964111111
2 "WALKING_UPSTAIRS" "tGravityAccMag" -0.107322679520833
3 "LAYING" "fBodyAcc" -0.970055911182796
3 "LAYING" "fBodyAccJerk" -0.976129220107527
3 "LAYING" "fBodyAccMag" -0.96552427516129
3 "LAYING" "fBodyBodyAccJerkMag" -0.975949597903226
3 "LAYING" "fBodyBodyGyroJerkMag" -0.984278251290323
3 "LAYING" "fBodyBodyGyroMag" -0.96458672483871
3 "LAYING" "fBodyGyro" -0.970202968655914
3 "LAYING" "tBodyAcc" 0.0517535655768817
3 "LAYING" "tBodyAccJerk" 0.0288096516559113
3 "LAYING" "tBodyAccJerkMag" -0.979484593387097
3 "LAYING" "tBodyAccMag" -0.972791346129032
3 "LAYING" "tBodyGyro" 0.0151105970454301
3 "LAYING" "tBodyGyroJerk" -0.0692518484569892
3 "LAYING" "tBodyGyroJerkMag" -0.98671362516129
3 "LAYING" "tBodyGyroMag" -0.951564751451613
3 "LAYING" "tGravityAcc" 0.361325602258065
3 "LAYING" "tGravityAccMag" -0.972791346129032
3 "SITTING" "fBodyAcc" -0.926683372564103
3 "SITTING" "fBodyAccJerk" -0.96665539474359
3 "SITTING" "fBodyAccMag" -0.904185725576923
3 "SITTING" "fBodyBodyAccJerkMag" -0.965888891730769
3 "SITTING" "fBodyBodyGyroJerkMag" -0.977898105576923
3 "SITTING" "fBodyBodyGyroMag" -0.946664943653846
3 "SITTING" "fBodyGyro" -0.949564048846154
3 "SITTING" "tBodyAcc" 0.0517788934634615
3 "SITTING" "tBodyAccJerk" 0.0237005498240385
3 "SITTING" "tBodyAccJerkMag" -0.969080752884615
3 "SITTING" "tBodyAccMag" -0.895383350192308
3 "SITTING" "tBodyGyro" -0.00658870855923077
3 "SITTING" "tBodyGyroJerk" -0.0662349579690385
3 "SITTING" "tBodyGyroJerkMag" -0.977998051923077
3 "SITTING" "tBodyGyroMag" -0.919354372307692
3 "SITTING" "tGravityAcc" 0.389140982107628
3 "SITTING" "tGravityAccMag" -0.895383350192308
3 "STANDING" "fBodyAcc" -0.935902166174863
3 "STANDING" "fBodyAccJerk" -0.956779911256831
3 "STANDING" "fBodyAccMag" -0.926968932295082
3 "STANDING" "fBodyBodyAccJerkMag" -0.948627467704918
3 "STANDING" "fBodyBodyGyroJerkMag" -0.960331717868852
3 "STANDING" "fBodyBodyGyroMag" -0.913682362622951
3 "STANDING" "fBodyGyro" -0.918388654153005
3 "STANDING" "tBodyAcc" 0.0546957117129945
3 "STANDING" "tBodyAccJerk" 0.0249116397774863
3 "STANDING" "tBodyAccJerkMag" -0.959303840327869
3 "STANDING" "tBodyAccMag" -0.925430819016393
3 "STANDING" "tBodyGyro" -0.00554886449781421
3 "STANDING" "tBodyGyroJerk" -0.0627950198786885
3 "STANDING" "tBodyGyroJerkMag" -0.962339339672131
3 "STANDING" "tBodyGyroMag" -0.892089349344262
3 "STANDING" "tGravityAcc" 0.219352918316393
3 "STANDING" "tGravityAccMag" -0.925430819016393
3 "WALKING" "fBodyAcc" -0.2700968405
3 "WALKING" "fBodyAccJerk" -0.31978009604023
3 "WALKING" "fBodyAccMag" -0.290031535172414
3 "WALKING" "fBodyBodyAccJerkMag" -0.186764516965517
3 "WALKING" "fBodyBodyGyroJerkMag" -0.607751646034483
3 "WALKING" "fBodyBodyGyroMag" -0.569755772241379
3 "WALKING" "fBodyGyro" -0.472499415517241
3 "WALKING" "tBodyAcc" 0.0485719392736782
3 "WALKING" "tBodyAccJerk" 0.0286370302725862
3 "WALKING" "tBodyAccJerkMag" -0.280009317413793
3 "WALKING" "tBodyAccMag" -0.254690333275862
3 "WALKING" "tBodyGyro" -0.00740233957011494
3 "WALKING" "tBodyGyroJerk" -0.0614629639185632
3 "WALKING" "tBodyGyroJerkMag" -0.566135217931034
3 "WALKING" "tBodyGyroMag" -0.466411754137931
3 "WALKING" "tGravityAcc" 0.178804173028736
3 "WALKING" "tGravityAccMag" -0.254690333275862
3 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.151441197204082
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.251889568585034
3 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.0289413195612245
3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" -0.049477977322449
3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.576277199387755
3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.332376629371429
3 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.324875733185714
3 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0523094112842857
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0271708088619728
3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.205239246653061
3 "WALKING_DOWNSTAIRS" "tBodyAccMag" -0.0628126118283674
3 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.00722744749795918
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0528820904122449
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.508567577142857
3 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.215294501244898
3 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.202625271809524
3 "WALKING_DOWNSTAIRS" "tGravityAccMag" -0.0628126118283674
3 "WALKING_UPSTAIRS" "fBodyAcc" -0.325102718537853
3 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.479840462603333
3 "WALKING_UPSTAIRS" "fBodyAccMag" -0.315866079491525
3 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.412920898474576
3 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.716877778644068
3 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.514211583728814
3 "WALKING_UPSTAIRS" "fBodyGyro" -0.482337850531073
3 "WALKING_UPSTAIRS" "tBodyAcc" 0.0394480228583051
3 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.034411193159096
3 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.436901159491525
3 "WALKING_UPSTAIRS" "tBodyAccMag" -0.184014895
3 "WALKING_UPSTAIRS" "tBodyGyro" -0.0151723350016949
3 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0684553026570622
3 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.658861401355932
3 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.347321812220339
3 "WALKING_UPSTAIRS" "tGravityAcc" 0.112579442372881
3 "WALKING_UPSTAIRS" "tGravityAccMag" -0.184014895
4 "LAYING" "fBodyAcc" -0.955063243641975
4 "LAYING" "fBodyAccJerk" -0.965965258024691
4 "LAYING" "fBodyAccMag" -0.939389701296296
4 "LAYING" "fBodyBodyAccJerkMag" -0.96228712537037
4 "LAYING" "fBodyBodyGyroJerkMag" -0.983609073333333
4 "LAYING" "fBodyBodyGyroMag" -0.961556660185185
4 "LAYING" "fBodyGyro" -0.966956946049383
4 "LAYING" "tBodyAcc" 0.045955960187037
4 "LAYING" "tBodyAccJerk" 0.0313240035433519
4 "LAYING" "tBodyAccJerkMag" -0.970095771666667
4 "LAYING" "tBodyAccMag" -0.954557603148148
4 "LAYING" "tBodyGyro" 0.0224920075148148
4 "LAYING" "tBodyGyroJerk" -0.0714528499135803
4 "LAYING" "tBodyGyroJerkMag" -0.985068502037037
4 "LAYING" "tBodyGyroMag" -0.930236462592593
4 "LAYING" "tGravityAcc" 0.278677250864198
4 "LAYING" "tGravityAccMag" -0.954557603148148
4 "SITTING" "fBodyAcc" -0.945009724466667
4 "SITTING" "fBodyAccJerk" -0.965433003
4 "SITTING" "fBodyAccMag" -0.929002095
4 "SITTING" "fBodyBodyAccJerkMag" -0.9625007338
4 "SITTING" "fBodyBodyGyroJerkMag" -0.9765477634
4 "SITTING" "fBodyBodyGyroMag" -0.9487697524
4 "SITTING" "fBodyGyro" -0.953983391933333
4 "SITTING" "tBodyAcc" 0.0528335396273333
4 "SITTING" "tBodyAccJerk" 0.018480603877
4 "SITTING" "tBodyAccJerkMag" -0.9701322836
4 "SITTING" "tBodyAccMag" -0.93569482
4 "SITTING" "tBodyGyro" -0.01257441262
4 "SITTING" "tBodyGyroJerk" -0.0625981031344
4 "SITTING" "tBodyGyroJerkMag" -0.9804904618
4 "SITTING" "tBodyGyroMag" -0.9260633138
4 "SITTING" "tGravityAcc" 0.397015342472298
4 "SITTING" "tGravityAccMag" -0.93569482
4 "STANDING" "fBodyAcc" -0.931563391964286
4 "STANDING" "fBodyAccJerk" -0.959527849345238
4 "STANDING" "fBodyAccMag" -0.917614014821429
4 "STANDING" "fBodyBodyAccJerkMag" -0.956139283571429
4 "STANDING" "fBodyBodyGyroJerkMag" -0.964471139464286
4 "STANDING" "fBodyBodyGyroMag" -0.914209165714286
4 "STANDING" "fBodyGyro" -0.925579354166667
4 "STANDING" "tBodyAcc" 0.05828438145125
4 "STANDING" "tBodyAccJerk" 0.0148045639970655
4 "STANDING" "tBodyAccJerkMag" -0.963370738392857
4 "STANDING" "tBodyAccMag" -0.906478051785714
4 "STANDING" "tBodyGyro" -0.00563538059047619
4 "STANDING" "tBodyGyroJerk" -0.066086321355119
4 "STANDING" "tBodyGyroJerkMag" -0.967614073928571
4 "STANDING" "tBodyGyroMag" -0.900982100535714
4 "STANDING" "tGravityAcc" 0.349063570363095
4 "STANDING" "tGravityAccMag" -0.906478051785714
4 "WALKING" "fBodyAcc" -0.402374851313333
4 "WALKING" "fBodyAccJerk" -0.455809466955556
4 "WALKING" "fBodyAccMag" -0.450804558333333
4 "WALKING" "fBodyBodyAccJerkMag" -0.318587811
4 "WALKING" "fBodyBodyGyroJerkMag" -0.724327420666667
4 "WALKING" "fBodyBodyGyroMag" -0.609285588016667
4 "WALKING" "fBodyGyro" -0.5544085755
4 "WALKING" "tBodyAcc" 0.0507796675941667
4 "WALKING" "tBodyAccJerk" 0.0268470843888889
4 "WALKING" "tBodyAccJerkMag" -0.366700879833333
4 "WALKING" "tBodyAccMag" -0.312050574166667
4 "WALKING" "tBodyGyro" -0.00797368917205556
4 "WALKING" "tBodyGyroJerk" -0.069928563555
4 "WALKING" "tBodyGyroJerkMag" -0.6813040365
4 "WALKING" "tBodyGyroMag" -0.49779220106
4 "WALKING" "tGravityAcc" 0.335303260977778
4 "WALKING" "tGravityAccMag" -0.312050574166667
4 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.23217643957037
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.30616396926963
4 "WALKING_DOWNSTAIRS" "fBodyAccMag" -0.01907433524
4 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" -0.175295286557778
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.621752455777778
4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.429213369555556
4 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.425383738300741
4 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0544619321496296
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0318442331244444
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.228851413747333
4 "WALKING_DOWNSTAIRS" "tBodyAccMag" -0.0491616726733333
4 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.0379924894288889
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0587518027933333
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.592843014888889
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.3466062928
4 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.344787130086667
4 "WALKING_DOWNSTAIRS" "tGravityAccMag" -0.0491616726733333
4 "WALKING_UPSTAIRS" "fBodyAcc" -0.31208438485
4 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.468738922927308
4 "WALKING_UPSTAIRS" "fBodyAccMag" -0.276825498230769
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.397406285
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.740749226346154
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.575794072115385
4 "WALKING_UPSTAIRS" "fBodyGyro" -0.468714977051282
4 "WALKING_UPSTAIRS" "tBodyAcc" 0.041558937212859
4 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0276339662153846
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.400922254807692
4 "WALKING_UPSTAIRS" "tBodyAccMag" -0.153703935357692
4 "WALKING_UPSTAIRS" "tBodyGyro" 0.012603578624359
4 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0809241934224359
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.686978374423077
4 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.299779407884615
4 "WALKING_UPSTAIRS" "tGravityAcc" 0.265829182698718
4 "WALKING_UPSTAIRS" "tGravityAccMag" -0.153703935357692
5 "LAYING" "fBodyAcc" -0.970389641346154
5 "LAYING" "fBodyAccJerk" -0.977089510897436
5 "LAYING" "fBodyAccMag" -0.962234984038462
5 "LAYING" "fBodyBodyAccJerkMag" -0.977356379807692
5 "LAYING" "fBodyBodyGyroJerkMag" -0.984618025769231
5 "LAYING" "fBodyBodyGyroMag" -0.968257068846154
5 "LAYING" "fBodyGyro" -0.972416695320513
5 "LAYING" "tBodyAcc" 0.0506975031923077
5 "LAYING" "tBodyAccJerk" 0.0297501397075641
5 "LAYING" "tBodyAccJerkMag" -0.980141253846154
5 "LAYING" "tBodyAccMag" -0.966777882884615
5 "LAYING" "tBodyGyro" 0.0193766353255769
5 "LAYING" "tBodyGyroJerk" -0.0711299287596154
5 "LAYING" "tBodyGyroJerkMag" -0.9864194225
5 "LAYING" "tBodyGyroMag" -0.946938300576923
5 "LAYING" "tGravityAcc" 0.245021480128205
5 "LAYING" "tGravityAccMag" -0.966777882884615
5 "SITTING" "fBodyAcc" -0.948316588181818
5 "SITTING" "fBodyAccJerk" -0.966587923863636
5 "SITTING" "fBodyAccMag" -0.936290604545455
5 "SITTING" "fBodyBodyAccJerkMag" -0.964440302272727
5 "SITTING" "fBodyBodyGyroJerkMag" -0.971598370227273
5 "SITTING" "fBodyBodyGyroMag" -0.944760322045455
5 "SITTING" "fBodyGyro" -0.950193679015152
5 "SITTING" "tBodyAcc" 0.0517510013363636
5 "SITTING" "tBodyAccJerk" 0.0251853678592727
5 "SITTING" "tBodyAccJerkMag" -0.969320155681818
5 "SITTING" "tBodyAccMag" -0.9379783225
5 "SITTING" "tBodyGyro" -0.0144634945916667
5 "SITTING" "tBodyGyroJerk" -0.0610721793878788
5 "SITTING" "tBodyGyroJerkMag" -0.973848287045455
5 "SITTING" "tBodyGyroMag" -0.934301646590909
5 "SITTING" "tGravityAcc" 0.397394608491667
